class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,airport,car,restaurant,street,train,man,woman
0.395,0.375,0.627,0.857,0.928,0.876,0.71,0.418,0.489,0.425,0.562,0.567,0.566,0.427,0.256,0.197,0.222,0.277,0.181,0.459,0.706,0.942,0.831,0.583,0.331,0.201,0.212,0.489,0.651,0.719,0.464,0.178,0.253,0.437,0.51,0.497,0.792,0.738,0.731,0.72,1,0,0,0,0,0,1
0.531,0.505,0.194,0.403,0.632,0.782,0.672,0.459,0.629,0.586,0.598,0.462,0.449,0.346,0.164,0.22,0.465,0.461,0.43,0.413,0.452,0.461,0.377,0.302,0.249,0.355,0.321,0.323,0.388,0.4,0.093,0.0,0.138,0.285,0.408,0.791,0.998,0.84,0.726,0.704,1,0,0,0,0,0,1
0.512,0.469,0.245,0.214,0.144,0.144,0.113,0.188,0.389,0.478,0.42,0.368,0.521,0.685,0.574,0.557,0.579,0.443,0.617,0.746,0.678,0.315,0.289,0.313,0.293,0.318,0.604,0.743,0.726,0.556,0.386,0.42,0.547,0.56,0.654,0.727,0.71,0.603,0.659,0.695,1,0,0,0,0,0,1
0.208,0.257,0.325,0.358,0.347,0.234,0.203,0.339,0.613,0.495,0.58,0.504,0.171,0.178,0.45,0.542,0.638,0.784,0.742,0.536,0.477,0.596,0.641,0.559,0.457,0.368,0.177,0.253,0.57,0.932,0.726,0.579,0.031,0.083,0.174,0.303,0.834,0.915,0.919,0.818,1,0,0,0,0,0,1
0.0,0.0,0.113,0.21,0.236,0.235,0.211,0.283,0.582,0.514,0.314,0.28,0.506,0.817,0.751,0.702,0.633,0.375,0.331,0.536,0.596,0.711,0.796,0.752,0.427,0.247,0.103,0.353,0.394,0.368,0.525,0.41,0.0,0.0,0.095,0.202,0.737,0.768,0.815,0.8,1,0,0,0,0,0,1
0.252,0.216,0.165,1.0,1.0,0.602,0.212,0.215,0.311,0.19,0.539,0.485,0.364,0.109,0.109,0.228,0.732,0.886,0.656,0.236,0.118,0.05,0.0,0.0,0.073,0.116,0.067,0.298,0.481,0.308,0.318,0.208,0.156,0.183,0.161,0.218,0.739,0.726,0.717,0.7,1,0,0,0,0,0,1
0.552,0.529,0.412,0.295,0.625,0.769,0.411,0.438,0.603,0.376,0.331,0.279,0.3,0.286,0.29,0.28,0.56,0.739,1.0,0.914,0.612,0.774,0.871,0.769,0.585,0.62,0.425,0.26,0.307,0.338,0.467,0.357,0.346,0.363,0.356,0.585,0.848,0.765,0.738,0.729,1,0,0,0,0,0,1
0.594,0.549,0.313,0.195,0.183,0.346,0.232,0.225,0.309,0.395,0.586,0.342,0.113,0.196,0.509,0.377,0.24,0.158,0.172,0.351,0.342,0.591,0.635,0.518,0.365,0.368,0.377,0.462,0.167,0.057,0.047,0.07,0.259,0.432,0.425,0.448,0.783,0.704,0.721,0.72,1,0,0,0,0,0,1
0.4,0.361,0.21,0.258,0.232,0.255,0.26,0.34,0.41,0.07,0.0,0.016,0.226,0.275,0.273,0.233,0.378,0.495,0.658,0.646,0.582,0.712,1.0,1.0,0.964,0.91,0.818,0.766,0.702,0.631,0.47,0.291,0.16,0.274,0.383,0.748,0.929,0.781,0.771,0.774,1,0,0,0,0,0,1
0.317,0.311,0.132,0.161,0.078,0.014,0.012,0.177,0.405,0.263,0.244,0.304,0.421,0.656,0.403,0.154,0.172,0.205,0.413,0.571,0.458,0.255,0.251,0.44,0.469,0.666,0.749,0.888,0.987,0.77,0.374,0.169,0.04,0.366,0.622,0.704,0.905,0.719,0.67,0.7,1,0,0,0,0,0,1
0.359,0.221,0.258,0.507,0.468,0.638,0.578,0.674,0.993,0.884,0.568,0.293,0.293,0.358,0.5,0.922,0.976,0.901,0.319,0.262,0.381,0.608,0.551,0.297,0.341,0.414,0.67,0.903,0.893,0.554,0.57,0.242,0.216,0.288,0.205,0.32,0.743,0.656,0.64,0.0,1,0,0,0,0,0,1
0.423,0.434,0.245,0.169,0.381,0.947,0.975,0.948,0.711,0.892,0.909,0.656,0.43,0.0,0.033,0.193,0.263,0.642,0.881,0.885,0.941,0.749,0.607,0.586,0.454,0.41,0.334,0.316,0.421,0.307,0.233,0.224,0.376,0.431,0.319,0.336,0.721,0.655,0.669,0.713,1,0,0,0,0,0,1
0.183,0.242,0.218,0.332,0.332,0.345,0.471,0.484,0.525,0.752,0.902,1.0,1.0,1.0,1.0,0.852,0.514,0.5,0.517,0.514,0.431,0.536,0.643,0.539,0.34,0.378,0.424,0.369,0.505,0.478,0.476,0.327,0.391,0.493,0.43,0.478,0.799,0.754,0.0,0.0,1,0,0,0,0,0,1
0.683,0.699,0.695,0.502,0.166,0.058,0.109,0.374,0.747,0.624,0.516,0.458,0.47,0.42,0.486,0.639,0.68,0.584,0.368,0.418,0.458,0.485,0.468,0.494,0.464,0.526,0.622,0.749,0.916,0.731,0.863,0.773,0.747,0.697,0.537,0.319,0.843,0.829,0.812,0.828,0,1,0,0,0,1,0
0.664,0.688,0.636,0.497,0.476,0.501,0.374,0.29,0.412,0.439,0.401,0.379,0.518,0.317,0.362,0.559,0.674,0.516,0.444,0.504,0.542,0.552,0.612,0.537,0.348,0.238,0.318,0.638,0.615,0.381,0.397,0.341,0.453,0.583,0.49,0.487,0.835,0.746,0.723,0.739,0,1,0,0,0,1,0
0.85,0.831,0.751,0.296,0.2,0.343,0.334,0.419,0.411,0.323,0.564,0.691,0.686,0.549,0.552,0.535,0.504,0.301,0.243,0.476,0.655,0.711,0.623,0.432,0.383,0.444,0.396,0.476,0.651,0.706,0.788,0.718,0.723,0.697,0.22,0.104,0.648,0.635,0.709,0.831,0,1,0,0,0,1,0
0.567,0.584,0.452,0.288,0.208,0.118,0.042,0.149,0.39,0.453,0.352,0.221,0.258,0.483,0.617,0.776,0.805,0.716,0.64,0.622,0.523,0.636,0.796,0.45,0.072,0.084,0.267,0.459,0.405,0.401,0.49,0.398,0.46,0.475,0.408,0.475,0.835,0.775,0.762,0.798,0,1,0,0,0,1,0
0.576,0.564,0.466,0.376,0.333,0.156,0.02,0.087,0.401,0.416,0.266,0.184,0.265,0.234,0.136,0.212,0.391,0.531,0.619,0.534,0.457,0.586,0.49,0.4,0.57,0.504,0.357,0.406,0.236,0.139,0.203,0.389,0.691,0.526,0.201,0.129,0.696,0.801,0.874,0.849,0,1,0,0,0,1,0
0.53,0.528,0.349,0.156,0.179,0.285,0.266,0.227,0.338,0.378,0.516,0.464,0.41,0.343,0.376,0.211,0.16,0.153,0.246,0.348,0.165,0.063,0.074,0.173,0.187,0.234,0.354,0.476,0.474,0.388,0.435,0.497,0.503,0.425,0.48,0.613,0.855,0.805,0.724,0.678,0,1,0,0,0,1,0
0.55,0.579,0.393,0.222,0.267,0.228,0.193,0.304,0.525,0.516,0.324,0.13,0.064,0.105,0.488,0.526,0.505,0.472,0.354,0.183,0.11,0.097,0.228,0.381,0.265,0.31,0.434,0.251,0.081,0.061,0.184,0.399,0.457,0.318,0.057,0.11,0.707,0.742,0.74,0.763,0,1,0,0,0,1,0
0.692,0.624,0.484,0.625,0.742,0.704,0.9,0.81,0.961,0.705,0.619,0.518,0.635,0.705,0.85,0.717,0.538,0.434,0.494,0.51,0.578,0.361,0.394,0.485,0.545,0.58,0.346,0.29,0.382,0.356,0.339,0.375,0.536,0.566,0.346,0.363,0.793,0.746,0.761,0.767,0,1,0,0,0,1,0
0.606,0.609,0.444,0.345,0.267,0.333,0.133,0.187,0.402,0.589,0.494,0.412,0.551,0.41,0.234,0.247,0.31,0.335,0.493,0.67,0.692,0.681,0.477,0.302,0.493,0.621,0.325,0.209,0.304,0.349,0.505,0.695,0.691,0.643,0.514,0.485,0.785,0.719,0.0,0.0,0,1,0,0,0,1,0
0.846,0.948,0.906,0.545,0.606,0.713,0.536,0.471,0.399,0.332,0.551,0.622,0.659,0.738,0.429,0.382,0.421,0.503,0.328,0.328,0.364,0.448,0.613,0.53,0.552,0.496,0.414,0.435,0.58,0.566,0.699,0.768,0.788,0.785,0.72,0.846,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0
0.564,0.558,0.236,0.139,0.142,0.286,0.445,0.52,0.598,0.371,0.555,0.678,0.681,0.436,0.31,0.377,0.435,0.405,0.433,0.491,0.422,0.352,0.321,0.403,0.35,0.43,0.477,0.56,0.524,0.428,0.448,0.371,0.421,0.51,0.475,0.505,0.798,0.0,0.0,0.0,0,1,0,0,0,1,0
0.652,0.714,0.823,0.729,0.659,0.68,0.696,0.746,0.721,0.441,0.398,0.254,0.269,0.293,0.554,0.635,0.721,0.696,0.679,0.677,0.623,0.655,0.483,0.395,0.445,0.642,0.556,0.532,0.581,0.579,0.689,0.726,0.867,0.906,0.743,0.623,0.853,0.829,0.828,0.837,0,1,0,0,0,1,0
0.732,0.73,0.608,0.516,0.561,0.133,0.14,0.363,0.701,0.766,0.884,0.602,0.395,0.212,0.394,0.632,0.697,0.607,0.531,0.526,0.545,0.599,0.55,0.528,0.514,0.533,0.512,0.614,0.625,0.575,0.674,0.692,0.751,0.718,0.599,0.6,0.847,0.807,0.795,0.778,0,1,0,0,0,1,0
0.655,0.765,0.763,0.471,0.386,0.487,0.604,0.471,0.468,0.326,0.396,0.645,0.634,0.707,0.713,0.686,0.772,0.805,0.744,0.661,0.639,0.743,0.766,0.807,0.667,0.527,0.434,0.808,0.975,0.929,0.895,0.777,0.849,0.776,0.654,0.696,0.983,0.949,0.887,0.828,0,1,0,0,0,1,0
0.8,0.777,0.653,0.278,0.176,0.273,0.466,0.575,0.709,0.57,0.617,0.601,0.588,0.59,0.582,0.578,0.651,0.671,0.65,0.633,0.646,0.592,0.527,0.51,0.654,0.892,0.926,0.578,0.504,0.713,0.94,0.672,0.809,0.974,0.966,0.952,0.942,0.808,0.809,0.816,0,1,0,0,0,1,0
0.642,0.747,0.782,0.843,0.793,0.646,0.279,0.247,0.354,0.413,0.696,0.567,0.409,0.206,0.213,0.38,0.755,0.85,0.701,0.597,0.471,0.243,0.142,0.154,0.34,0.574,0.361,0.433,0.579,0.625,0.723,0.543,0.462,0.577,0.296,0.298,0.803,0.815,0.795,0.804,0,1,0,0,0,0,1
0.65,0.607,0.537,0.505,0.439,0.556,0.512,0.545,0.716,0.61,0.75,0.218,0.126,0.302,0.746,0.704,0.747,0.824,0.861,0.673,0.625,0.652,0.482,0.284,0.137,0.09,0.047,0.259,0.462,0.557,0.631,0.375,0.321,0.353,0.331,0.435,0.843,0.798,0.783,0.763,0,1,0,0,0,0,1
0.546,0.548,0.692,0.835,0.906,0.891,0.697,0.414,0.49,0.423,0.549,0.529,0.492,0.361,0.254,0.198,0.225,0.282,0.242,0.457,0.707,0.963,0.826,0.576,0.353,0.261,0.265,0.505,0.643,0.639,0.401,0.218,0.267,0.426,0.456,0.447,0.787,0.721,0.727,0.713,0,1,0,0,0,0,1
0.807,0.749,0.453,0.456,0.646,0.783,0.669,0.507,0.644,0.587,0.598,0.57,0.6,0.451,0.257,0.327,0.539,0.495,0.529,0.569,0.594,0.578,0.47,0.463,0.459,0.433,0.349,0.347,0.419,0.5,0.355,0.155,0.181,0.291,0.299,0.566,0.848,0.779,0.786,0.777,0,1,0,0,0,0,1
0.697,0.699,0.492,0.318,0.297,0.28,0.146,0.201,0.397,0.504,0.492,0.383,0.508,0.654,0.624,0.612,0.631,0.645,0.691,0.75,0.787,0.653,0.577,0.561,0.516,0.664,0.678,0.688,0.702,0.741,0.861,0.753,0.574,0.568,0.656,0.831,0.943,0.853,0.859,0.86,0,1,0,0,0,0,1
0.798,0.755,0.694,0.575,0.565,0.533,0.284,0.358,0.673,0.684,0.663,0.562,0.234,0.21,0.441,0.515,0.631,0.75,0.718,0.578,0.476,0.583,0.635,0.567,0.456,0.455,0.325,0.273,0.52,0.819,0.78,0.666,0.425,0.311,0.292,0.449,0.857,0.83,0.829,0.803,0,1,0,0,0,0,1
0.868,0.806,0.408,0.288,0.313,0.378,0.276,0.344,0.699,0.616,0.442,0.375,0.548,0.801,0.789,0.771,0.748,0.682,0.672,0.653,0.671,0.736,0.753,0.674,0.535,0.511,0.421,0.402,0.402,0.406,0.639,0.632,0.441,0.294,0.169,0.256,0.783,0.817,0.823,0.806,0,1,0,0,0,0,1
0.855,0.815,0.706,0.456,0.687,0.775,0.452,0.469,0.677,0.534,0.389,0.363,0.561,0.482,0.407,0.337,0.566,0.734,0.967,0.868,0.685,0.794,0.822,0.717,0.574,0.642,0.619,0.471,0.328,0.354,0.571,0.656,0.646,0.67,0.598,0.593,0.843,0.761,0.748,0.747,0,1,0,0,0,0,1
0.688,0.596,0.405,0.389,0.395,0.403,0.258,0.234,0.327,0.412,0.5,0.352,0.123,0.13,0.484,0.38,0.24,0.168,0.243,0.424,0.452,0.543,0.569,0.5,0.342,0.37,0.391,0.542,0.346,0.209,0.121,0.105,0.284,0.479,0.495,0.48,0.785,0.723,0.714,0.74,0,1,0,0,0,0,1
0.672,0.675,0.648,0.367,0.247,0.266,0.269,0.421,0.519,0.14,0.077,0.167,0.48,0.424,0.316,0.26,0.425,0.59,0.653,0.627,0.615,0.679,0.917,0.977,0.946,0.884,0.756,0.678,0.649,0.593,0.51,0.317,0.182,0.283,0.386,0.685,0.901,0.783,0.756,0.764,0,1,0,0,0,0,1
0.562,0.535,0.375,0.314,0.209,0.182,0.128,0.212,0.415,0.273,0.27,0.369,0.489,0.621,0.414,0.142,0.162,0.215,0.413,0.569,0.477,0.291,0.248,0.374,0.362,0.47,0.592,0.8,0.891,0.782,0.512,0.291,0.103,0.32,0.573,0.657,0.845,0.69,0.674,0.689,0,1,0,0,0,0,1
0.76,0.74,0.754,0.67,0.631,0.721,0.582,0.672,0.992,0.9,0.69,0.318,0.334,0.427,0.656,0.854,0.873,0.797,0.717,0.424,0.408,0.617,0.655,0.607,0.582,0.736,0.92,0.985,0.916,0.756,0.885,0.814,0.697,0.703,0.618,0.639,0.894,0.828,0.815,0.0,0,1,0,0,0,0,1
0.738,0.702,0.438,0.311,0.48,0.948,0.984,0.932,0.807,0.897,0.954,0.759,0.459,0.02,0.057,0.233,0.383,0.703,0.907,0.922,0.959,0.815,0.652,0.565,0.481,0.527,0.488,0.497,0.538,0.401,0.326,0.319,0.529,0.673,0.585,0.627,0.904,0.84,0.845,0.819,0,1,0,0,0,0,1
0.81,0.797,0.78,0.574,0.613,0.482,0.511,0.556,0.639,0.799,0.942,0.942,0.975,0.981,0.954,0.859,0.719,0.593,0.538,0.526,0.578,0.71,0.747,0.585,0.369,0.42,0.618,0.679,0.658,0.61,0.647,0.544,0.628,0.676,0.646,0.675,0.877,0.773,0.0,0.0,0,1,0,0,0,0,1
0.502,0.516,0.397,0.452,0.523,0.547,0.308,0.043,0.035,0.076,0.5,0.498,0.452,0.467,0.504,0.509,0.251,0.241,0.385,0.608,0.729,0.53,0.544,0.496,0.44,0.437,0.353,0.643,0.704,0.547,0.576,0.511,0.419,0.419,0.442,0.524,0.822,0.741,0.745,0.746,0,1,0,0,0,0,1
0.489,0.561,0.563,0.365,0.084,0.037,0.084,0.357,0.742,0.46,0.349,0.37,0.416,0.311,0.314,0.469,0.513,0.404,0.241,0.364,0.405,0.4,0.317,0.288,0.255,0.3,0.335,0.509,0.564,0.3,0.205,0.212,0.389,0.315,0.085,0.15,0.723,0.735,0.773,0.729,0,0,1,0,0,1,0
0.526,0.505,0.338,0.31,0.399,0.498,0.359,0.279,0.404,0.408,0.386,0.314,0.391,0.224,0.342,0.552,0.659,0.472,0.442,0.545,0.583,0.736,0.671,0.546,0.373,0.387,0.573,0.646,0.652,0.467,0.399,0.34,0.454,0.668,0.547,0.544,0.852,0.765,0.727,0.764,0,0,1,0,0,1,0
0.68,0.592,0.499,0.157,0.17,0.317,0.292,0.324,0.31,0.208,0.389,0.476,0.459,0.405,0.475,0.488,0.442,0.184,0.073,0.273,0.353,0.524,0.52,0.348,0.352,0.427,0.306,0.236,0.468,0.55,0.612,0.51,0.508,0.517,0.08,0.0,0.574,0.55,0.539,0.59,0,0,1,0,0,1,0
0.393,0.411,0.202,0.117,0.207,0.341,0.158,0.162,0.39,0.434,0.275,0.188,0.205,0.506,0.651,0.765,0.81,0.742,0.686,0.68,0.627,0.838,0.842,0.448,0.039,0.008,0.17,0.351,0.311,0.354,0.58,0.445,0.535,0.542,0.371,0.365,0.778,0.768,0.787,0.805,0,0,1,0,0,1,0
0.539,0.52,0.278,0.267,0.36,0.133,0.0,0.073,0.373,0.452,0.252,0.183,0.264,0.131,0.071,0.15,0.304,0.512,0.71,0.596,0.462,0.592,0.485,0.394,0.638,0.674,0.207,0.27,0.086,0.075,0.157,0.287,0.58,0.413,0.093,0.036,0.63,0.796,1.0,1.0,0,0,1,0,0,1,0
0.723,0.721,0.455,0.215,0.172,0.253,0.193,0.182,0.31,0.366,0.508,0.461,0.394,0.301,0.447,0.298,0.243,0.195,0.253,0.299,0.221,0.13,0.07,0.096,0.133,0.167,0.268,0.547,0.566,0.459,0.482,0.418,0.384,0.353,0.414,0.558,0.872,0.851,0.717,0.653,0,0,1,0,0,1,0
0.54,0.497,0.278,0.176,0.229,0.181,0.184,0.299,0.498,0.56,0.289,0.113,0.102,0.224,0.611,0.562,0.535,0.559,0.418,0.042,0.0,0.0,0.086,0.335,0.174,0.222,0.322,0.0,0.0,0.061,0.193,0.351,0.43,0.258,0.0,0.049,0.643,0.659,0.731,0.772,0,0,1,0,0,1,0
0.392,0.477,0.476,0.77,0.874,0.84,0.978,0.836,0.956,0.681,0.566,0.489,0.678,0.76,0.855,0.715,0.535,0.433,0.516,0.511,0.58,0.364,0.406,0.502,0.644,0.654,0.423,0.406,0.445,0.389,0.38,0.486,0.643,0.654,0.334,0.314,0.838,0.798,0.787,0.813,0,0,1,0,0,1,0
0.218,0.327,0.411,0.371,0.178,0.21,0.115,0.178,0.397,0.649,0.51,0.469,0.561,0.302,0.191,0.235,0.256,0.325,0.504,0.737,0.756,0.766,0.452,0.203,0.506,0.649,0.273,0.116,0.252,0.295,0.356,0.558,0.64,0.584,0.432,0.5,0.821,0.746,0.0,0.0,0,0,1,0,0,1,0
0.647,0.586,0.399,0.328,0.513,0.683,0.429,0.188,0.229,0.183,0.333,0.631,0.588,0.479,0.372,0.358,0.385,0.4,0.29,0.319,0.357,0.386,0.34,0.244,0.359,0.441,0.396,0.417,0.536,0.457,0.385,0.476,0.539,0.648,0.649,0.789,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0
0.889,0.62,0.118,0.136,0.136,0.279,0.446,0.508,0.562,0.34,0.563,0.673,0.662,0.38,0.27,0.366,0.423,0.382,0.372,0.403,0.39,0.368,0.333,0.41,0.353,0.409,0.471,0.586,0.578,0.585,0.768,0.755,0.643,0.494,0.421,0.417,0.766,0.0,0.0,0.0,0,0,1,0,0,1,0
0.663,0.612,0.645,0.642,0.617,0.718,0.874,0.752,0.655,0.416,0.387,0.253,0.289,0.349,0.637,0.758,0.782,0.77,0.741,0.705,0.743,0.806,0.584,0.49,0.555,0.682,0.666,0.555,0.611,0.669,0.836,0.89,0.977,0.987,0.681,0.513,0.819,0.75,0.646,0.613,0,0,1,0,0,1,0
0.517,0.522,0.419,0.477,0.507,0.029,0.117,0.347,0.689,0.788,0.879,0.556,0.307,0.136,0.363,0.63,0.694,0.523,0.508,0.583,0.512,0.546,0.522,0.4,0.342,0.413,0.359,0.307,0.337,0.4,0.555,0.676,0.754,0.636,0.425,0.454,0.835,0.768,0.739,0.734,0,0,1,0,0,1,0
0.609,0.505,0.377,0.319,0.335,0.443,0.566,0.443,0.45,0.318,0.346,0.471,0.495,0.591,0.698,0.706,0.757,0.732,0.714,0.622,0.619,0.728,0.751,0.813,0.637,0.46,0.351,0.82,1.0,0.954,0.936,0.612,0.59,0.566,0.475,0.644,0.988,1.0,0.957,0.842,0,0,1,0,0,1,0
0.287,0.359,0.415,0.165,0.113,0.196,0.349,0.458,0.559,0.481,0.546,0.429,0.405,0.583,0.572,0.531,0.441,0.345,0.34,0.382,0.417,0.483,0.482,0.473,0.681,0.94,1.0,0.574,0.473,0.704,0.95,0.476,0.706,0.897,0.91,0.951,0.945,0.709,0.699,0.729,0,0,1,0,0,1,0
0.76,0.661,0.528,0.866,0.899,0.563,0.205,0.218,0.32,0.254,0.567,0.484,0.368,0.123,0.126,0.279,0.752,0.859,0.593,0.343,0.228,0.105,0.035,0.005,0.054,0.134,0.086,0.3,0.427,0.35,0.429,0.24,0.209,0.33,0.204,0.246,0.74,0.73,0.729,0.71,0,0,1,0,0,0,1
0.503,0.549,0.616,0.576,0.588,0.582,0.521,0.551,0.725,0.606,0.716,0.231,0.133,0.294,0.744,0.704,0.725,0.773,0.851,0.7,0.638,0.661,0.46,0.257,0.102,0.055,0.0,0.269,0.518,0.654,0.747,0.406,0.307,0.349,0.345,0.459,0.865,0.868,0.871,0.814,0,0,1,0,0,0,1
0.611,0.545,0.814,0.914,0.993,0.987,0.71,0.396,0.483,0.428,0.578,0.564,0.511,0.318,0.223,0.204,0.234,0.301,0.329,0.463,0.718,0.983,0.851,0.612,0.427,0.253,0.251,0.481,0.617,0.67,0.588,0.268,0.289,0.45,0.514,0.54,0.829,0.768,0.779,0.756,0,0,1,0,0,0,1
